caseid,v013,v024,v025,v106,v130,v131,v136,v137,v150,v151,v152,v157,v158,v159,v190,v201,v213,v218,v225,v312,v463a,v463b,v463c,v463x,v463z,v501,v504,v505,v511,v613,v621,v701,v704,v714,v716,v730,v743a,v743b,v743d,v743f,v744a,v744b,v744c,v744d,v744e,v745a,v745b,v822,v850a,v812,d101a,d101b,d101c,d101d,d101e,d104,d106,d107,d108,d113,d121,d129,ipv,vio
     1070019 02,4,5,2,1,1,2,7,1,2,1,38,0,1,0,3,6,0,6, ,0,0,0,0,0,1,1,1,0,16,8,2,1,61,1,61,38,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1070032 02,2,5,2,2,1,2,3,1,2,1,28,0,0,0,1,2,0,2, ,0,0,0,0,0,1,1,1,0,15,3,2,3,61,0,0,28,2,2,2,2,1,1,1,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,NaN
     1071024 02,3,5,2,1,1,2,6,3,2,1,28,1,0,0,1,3,0,3, ,0,0,0,0,0,1,1,1,0,18,5,1,1,51,1,51,28,2,2,2,2,1,1,0,1,8,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NaN
     1071036 02,3,5,2,1,1,2,5,3,2,1,32,0,1,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,17,4,8,1,61,0,0,32,2,2,2,2,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN
     1071060 02,7,5,2,0,1,2,10,2,2,1,56,0,0,0,1,7,0,7, ,0,0,0,0,0,1,1,1,0,33,8,1,1,61,1,53,48,2,2,2,2,1,1,0,1,8,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NaN
     1072009 02,3,5,2,0,2,2,8,2,2,1,30,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,17,12,2,0,88,1,35,30,2,2,4,2,1,1,1,0,0,3,3,1,8,0,0,1,1,0,0,0,1,1,0,0,1,2,2,NaN
     1072014 02,3,5,2,0,2,2,4,2,2,1,44,0,0,0,1,2,0,2, ,0,0,0,0,0,1,1,1,2,22,10,1,0,35,0,0,44,2,2,2,2,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NaN
     1072018 01,5,5,2,0,2,2,7,2,1,2,38,0,0,0,1,9,0,8, ,0,0,0,0,0,1,1, ,2,20,8,2,0,92,1,35,48,1,1,1, ,1,1,1,1,1,2,2,1,0,0,1,1,1,1,1,1,1,0,0,1,1,2,2,NaN
     1073015 02,2,5,1,1,1,13,5,2,2,1,32,0,0,0,3,3,0,3, ,0,0,0,0,0,1,1,1,0,12,4,2,0,35,1,35,32,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,3,NaN
     1073034 02,2,5,1,0,1,13,3,1,2,1,30,0,0,0,3,2,0,2, ,3,0,0,0,0,1,2,1,0,14,3,2,0,91,1,91,30,1,1,2,4,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,NaN
     1073042 02,5,5,1,1,1,4,5,2,2,1,38,0,1,2,5,4,0,3, ,2,0,0,0,0,1,1,1,0,22,2,1,3,91,1,35,38,2,1,2,1,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,NaN
     1074050 02,2,5,1,2,2,5,3,1,2,1,35,0,2,2,5,1,0,1, ,3,0,0,0,0,1,1,1,0,18,2,1,2,88,0,0,36,2,1,1,4,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,NaN
     1074083 01,4,5,1,3,2,4,2,1,1,2,30,2,2,2,5,1,0,1, ,1,0,0,0,0,1,1,2,0,25,1,1,2,91,1,91,35,1,1,2,1,0,0,0,0,0,3,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,NaN
     1075033 02,2,5,1,2,2,4,3,1,2,1,28,0,0,2,5,1,0,1, ,1,0,0,0,0,1,1,1,0,17,0,1,1,92,1,51,28,2,2,2,2,0,0,0,0,0,2,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,2,NaN
     1075056 01,6,5,1,1,2,4,3,1,1,2,41,0,2,2,4,3,0,3, ,6,0,0,0,0,1,5, , ,20,4, ,2,61,1,91, , , , , ,0,0,0,1,0,0,0,1, ,0,1,1,1,0,1,1,1,1,0,0,1,2,3,NaN
     1076011 02,3,5,2,0,2,14,7,3,2,1,36,0,2,0,1,5,0,5, ,3,0,0,0,0,0,1,1,0,18,5,1,1,91,0,0,36,2,1,2,2,1,1,1,0,1,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,NaN
     1076021 01,7,5,2,0,1,14,4,0,1,2,48,0,0,0,1,7,0,7, ,0,0,0,1,0,0,3, , ,19,10, ,0,0,1,91, , , , , ,1,1,1,1,1,1,1,0, ,0,1,1,0,0,1,1,1,0,0,1,1,2,2,NaN
     1076047 02,3,5,2,0,2,14,5,0,2,1,32,0,2,0,2,3,0,3, ,3,0,0,0,0,1,1,1,0,13,3,1,0,35,0,0,32,2,2,2,2,0,1,1,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     1076057 02,1,5,2,1,1,14,3,1,2,1,60,0,0,0,1,1,0,1, ,0,0,0,0,0,1,1,1,0,15,5,2,0,92,0,0,60,4,2,2,2,1,1,1,1,0,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,NaN
     1077037 02,2,5,1,1,2,14,4,1,2,1,25,0,2,2,4,1,0,1, ,11,0,0,0,0,1,1,1,0,17,3,8,1,71,1,51,25,2,2,2,2,0,0,0,0,0,0,0,1,1,0,8,0,0,0,1,0,1,0,0,0,0,0,1,NaN
     1077056 01,3,5,1,1,2,14,4,2,1,2,25,0,2,0,4,2,0,2, ,11,0,0,0,0,1,1,1,0,19,3,1,2,91,0,0,30,2,2,2,2,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     1077077 01,4,5,1,3,1,14,8,3,1,2,33,0,2,2,5,4,0,4, ,0,0,0,0,0,1,3, , ,21,3, ,1,1,1,24, , , , , ,0,0,0,0,0,1,0,1, ,0,1,0,0,0,1,1,1,1,0,0,1,0,3,NaN
     1077096 02,2,5,1,1,2,14,6,2,2,1,26,1,1,1,4,3,0,3, ,8,0,0,0,0,1,1,1,0,14,3,1,2,35,1,51,26,1,2,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,NaN
     1077128 01,5,5,1,2,1,14,7,1,1,2,36,1,1,2,5,4,0,4, ,1,0,0,0,0,1,1,2,0,21,6,1,2,1,1,25,49,2,2,2,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NaN
     1078012 02,4,5,2,1,2,14,8,2,2,1,49,0,0,0,1,7,0,7, ,0,0,0,0,0,1,1,1,0,11,6,2,0,91,0,0,38,1,1,2,2,1,1,1,0,0,2,2,0,1,0,1,1,1,1,1,1,1,0,0,0,1,2,2,NaN
     1078024 02,2,5,2,1,1,14,5,3,2,1,30,0,0,0,2,3,0,3, ,0,0,0,0,0,1,1,1,0,18,3,1,3,91,0,0,30,1,1,1,1,1,1,1,1,1,2,2,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,2,NaN
     1078036 02,3,5,2,2,1,14,4,2,2,1,31,0,0,0,1,2,0,2, ,3,0,0,0,0,1,1,1,0,19,4,1,1,91,0,0,31,1,1,4,2,0,1,1,1,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,NaN
     1078050 01,5,5,2,1,2,14,6,0,1,2,38,1,2,0,1,6,0,6, ,0,0,0,0,0,1,3, , ,19,5, ,3,25,1,91, , , , , ,0,0,1,1,0,1,1,1, ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NaN
     1078062 01,7,5,2,0,1,14,4,0,1,2,48,0,0,0,1,6,0,6, ,0,0,0,0,0,1,3, , ,18,10, ,1,91,0,0, , , , , ,1,1,1,1,1,1,1,0, ,0,1,1,0,1,1,0,0,0,0,1,8,0,0,NaN
     1078075 02,1,5,2,0,2,14,5,1,3,2,56,0,0,0,1,0,0,0, ,0,0,0,0,0,1,5, , ,15,5, ,2,36,0,0, , , , , ,0,0,0,0,0,0,0,1, ,0,1,1,1,0,0,1,0,0,1,0,1,1,2,NaN
     1079030 02,2,5,2,3,1,13,3,1,2,1,26,0,0,2,3,1,0,1, ,0,0,0,0,0,1,1,1,0,23,3,1,3,91,0,0,26,2,2,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN
     1079050 01,5,5,2,2,2,14,8,2,1,2,36,1,2,2,4,4,0,4, ,3,0,0,0,0,1,1,2,0,22,4,1,2,91,0,91,37,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
     1079085 02,3,5,2,2,1,2,4,1,2,1,35,2,2,2,5,1,0,1, ,2,0,0,0,0,1,1,1,0,24,2,1,3,28,0,0,36,2,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,8,0,0,NaN
     1080018 02,7,5,2,0,2,14,12,2,2,1,74,0,2,0,1,14,0,12, ,0,0,0,0,0,0,1,1,0,15,14,8,0,91,1,61,74,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1080036 02,7,5,2,0,1,14,7,0,2,1,57,0,0,0,1,9,0,9, ,0,0,0,0,0,0,1,1,1,18,10,2,0,92,1,92,57,1,4,1,4,1,1,0,0,0,2,2,1,8,0,1,1,0,0,0,1,1,1,0,1,1,2,3,NaN
     1080055 02,5,5,2,1,1,14,7,2,2,1,40,0,0,0,1,7,0,7, ,0,0,0,0,0,1,1,1,0,14,8,2,1,61,1,61,40,2,2,2,2,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,NaN
     1080092 01,2,5,2,0,2,14,5,3,1,2,24,0,0,0,1,3,0,3, ,0,0,0,0,0,1,1,2,0,15,6,8,0,91,1,61,30,2,4,2,4,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     1080111 01,7,5,2,0,2,14,5,0,1,2,45,0,1,0,1,7,0,6, ,0,0,0,0,0,0,3, , ,15,8, ,0,92,1,92, , , , , ,0,1,0,1,0,1,1,0, ,0,1,0,0,0,0,1,1,0,0,0,8,0,2,NaN
     1081013 01,4,5,2,0,4,14,4,1,1,2,30,0,0,0,1,3,0,3, ,0,0,0,0,0,0,3, , ,20,4, ,0,61,1,91, , , , , ,1,1,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1081029 02,3,5,2,0,96,14,6,3,3,2,74,0,0,0,1,5,0,4, ,0,0,0,0,0,0,5, , ,10,6, ,0,91,1,91, , , , , ,1,1,1,1,1,0,0,1, ,0,1,1,0,0,0,1,1,1,1,1,1,1,4,NaN
     1081053 01,5,5,2,0,1,14,7,1,1,2,38,0,0,0,1,6,0,6, ,0,0,0,0,0,0,1,2,2,17,6,1,0,91,0,0,50,2,1,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,8,0,0,NaN
     1082010 01,2,5,2,0,1,14,4,3,1,2,22,0,0,0,1,3,0,3, ,0,0,0,0,0,0,1,2,1,17,4,2,0,61,0,0,30,4,4,4,4,0,0,0,0,0,2,2,1,1,0,1,1,1,1,1,1,1,1,0,0,1,2,3,NaN
     1082021 02,4,5,2,0,1,14,8,4,2,1,34,0,2,0,1,8,0,8, ,0,0,0,0,0,1,1,1,1,15,9,1,0,61,1,61,30,2,2,2,2,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,1,0,1,0,0,1,2,2,NaN
     1082072 02,1,5,2,0,1,14,3,0,2,1,28,0,0,0,1,0,0,0, ,0,0,0,0,0,1,1,1,0,16,96,8,0,61,0,0,28,2,4,2,4,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,NaN
     1083005 01,2,5,2,0,2,14,3,1,1,2,22,0,1,0,1,2,0,2, ,0,0,0,0,0,1,1,2,0,14,5,2,0,91,0,0,29,1,4,1,1,1,1,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,NaN
     1083013 02,3,5,2,1,2,14,6,2,2,1,32,0,1,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,15,5,8,2,13,0,0,32,4,4,2,4,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,NaN
     1083029 01,4,5,2,0,2,14,7,2,1,2,31,0,1,0,2,5,0,5, ,3,0,0,0,0,1,1,2,0,16,8,1,2,36,0,0,47,4,4,2,4,0,0,0,0,0,2,2,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,3,NaN
     1083035 01,3,5,2,0,2,14,4,3,1,2,28,0,1,0,1,3,0,3, ,0,0,0,0,0,1,1, ,1,19,5,2,0,61,0,0,36,1,4,1,4,1,1,1,1,1,2,2,0,8,0,1,1,0,0,0,1,1,1,0,0,1,1,3,NaN
     1084010 02,3,5,2,0,2,14,6,3,2,1,31,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,18,6,8,0,61,1,61,31,2,2,1,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1084028 02,5,5,2,0,1,14,7,2,2,1,50,0,0,0,1,6,0,5, ,8,0,0,0,0,0,1,1,0,17,6,1,1,91,1,91,50,2,1,2, ,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,2,1,NaN
     1084046 02,2,5,2,0,1,14,5,2,2,1,58,0,0,0,1,2,0,2, ,0,0,0,0,0,1,1,1,1,18,6,1,0,61,0,0,58,2,2,2,2,0,1,0,0,0,2,2,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     1084065 01,7,5,2,0,1,14,5,1,1,2,49,0,0,0,1,7,0,6, ,0,0,0,0,0,0,3, , ,27,10, ,0,61,1,91, , , , , ,1,1,1,0,0,1,1,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1084071 01,1,5,2,0,2,14,2,0,1,2,15,0,0,0,1,0,0,0, ,0,0,0,0,0,1,1,2,0,14,6,8,1,36,0,0,30,2,4,4,4,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaN
     1085005 01,7,5,2,0,1,14,5,0,1,2,47,0,1,0,1,4,0,4, ,0,0,0,0,0,0,1,2,0,27,96,8,0,91,0,0,58,1,4,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,2,3,NaN
     1085014 02,3,5,2,0,1,14,5,2,2,1,38,0,2,0,1,3,0,3, ,5,0,0,0,0,1,1,1,0,18,4,1,0,61,0,0,38,2,2,2,2,1,0,0,0,0,2,2,1,1,0,1,0,0,0,1,0,0,1,0,0,1,2,1,NaN
     1085023 01,3,5,2,0,1,14,4,1,1,2,28,0,1,0,1,3,1,3,2,0,0,0,0,0,0,1,2,2,17,6,8,0,61,1,61,55,4,4,4,4,1,1,1,1,1,2,2,0,8,0,1,1,0,0,0,1,1,0,1,0,1,2,3,NaN
     1085032 02,6,5,2,1,1,14,7,1,2,1,48,0,2,0,1,5,0,5, ,0,0,0,0,0,0,1,1,0,19,6,2,1,61,0,0,48,2,4,2,7,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,NaN
     1086024 01,5,5,2,0,2,14,6,1,1,2,39,0,2,1,4,8,0,8, ,3,0,0,0,0,1,1,2,0,14,8,1,1,1,0,0,53,4,2,2,2,0,0,0,0,0,2,2,1,1,0,1,0,1,0,0,1,1,1,0,1,8,0,3,NaN
     1086047 01,4,5,2,0,1,14,7,2,1,2,30,0,2,0,1,6,0,6, ,0,0,0,0,0,1,1,2,2,13,8,8,1,11,1,61,56,2,4,2,4,0,1,0,8,1,2,2,8,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,NaN
     1087017 01,2,5,2,0,1,14,3,1,1,2,24,0,0,0,1,2,1,2,1,0,0,0,0,0,1,1,2,1,20,10,2,0,61,0,0,32,1,4,4,7,0,0,0,1,0,3,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,3,NaN
     1087074 01,5,5,2,0,1,14,7,3,1,2,38,0,0,0,1,8,0,8, ,0,0,0,0,0,1,1,2,1,18,4,2,1,61,0,0,45,4,4,4,4,1,1,1,1,0,2,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,2,3,NaN
     1087104 03,2,5,2,0,1,14,10,2,3,1,59,0,2,0,1,2,0,2, ,0,0,0,0,0,0,5, , ,16,4, ,0,91,1,92, , , , , ,1,1,0,1,1,0,0,1, ,0,1,1,1,0,1,1,1,1,0,1,1,1,3,NaN
     1088026 02,6,5,1,1,1,14,4,0,2,1,43,0,2,0,2,2,0,2, ,0,0,0,0,0,1,1,1,0,20,5,1,1,71,0,0,43,2,2,2,2,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,0,1,1,1,0,1,2,3,NaN
     1088034 01,3,5,1,1,1,13,6,2,1,2,28,0,2,0,3,5,0,5, ,0,0,0,0,0,1,3, , ,15,3, ,1,91,1,35, , , , , ,0,0,0,0,0,1,1,1, ,0,1,0,0,0,0,1,1,0,0,1,0,0,2,NaN
     1089044 02,5,5,1,2,2,9,3,0,2,1,40,0,2,2,5,2,0,1, ,1,0,0,0,0,1,1,1,0,23,3,1,3,25,1,14,40,2,2,2,2,1,0,0,0,0,2,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,NaN
     1089072 01,2,5,1,3,1,13,2,1,1,2,24,1,2,2,5,1,0,1, ,0,0,0,0,0,1,1,2,0,23,1,1,3,25,0,0,30,1,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1089098 02,3,5,1,3,1,14,4,2,2,1,35,1,2,2,5,2,0,2, ,8,0,0,0,0,1,1,1,0,19,4,1,3,24,0,0,35,2,2,2,2,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,NaN
     1090054 02,3,5,2,0,2,14,7,2,3,2,60,0,0,0,1,5,0,5, ,0,0,0,0,0,0,3, , ,14,6, ,0,91,1,91, , , , , ,0,0,0,1,1,0,0,1, ,0,1,1,1,0,1,1,1,1,0,1,0,1,3,NaN
     1090063 02,2,5,2,1,1,14,6,3,2,1,35,1,1,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,14,96,2,1,91,0,0,35,2,2,2,2,0,1,0,1,1,2,2,1,1,0,1,0,1,0,0,0,1,0,1,1,1,2,2,NaN
     1091010 02,2,5,2,0,1,14,4,2,2,1,36,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,11,5,2,0,61,1,61,36,2,4,2,7,1,1,1,1,1,2,2,8,1,0,1,1,1,1,1,1,1,1,0,0,1,1,3,NaN
     1091019 02,3,5,2,0,1,14,7,2,2,1,89,0,0,0,1,4,0,4, ,0,0,0,0,0,0,1,1,0,12,8,1,0,91,0,0,77,2,2,2,4,0,1,0,0,0,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,NaN
     1091046 02,4,5,2,0,1,14,4,2,2,1,60,0,0,0,1,3,0,3, ,0,0,0,0,0,1,1,1,2,16,6,2,0,61,1,91,60,1,1,2, ,0,0,0,0,0,3,3,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2,1,NaN
     1092011 01,4,5,2,0,1,14,5,1,1,2,30,0,0,0,1,5,0,5, ,3,0,0,0,0,0,1,1,0,14,5,1,1,61,1,35,44,1,2,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,NaN
     1092023 02,3,5,2,0,1,14,7,1,2,1,37,0,0,0,1,1,0,1, ,0,0,0,0,0,1,1,1,0,18,4,1,0,61,0,0,37,2,2,2,2,0,1,0,0,0,2,2,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,NaN
     1092048 01,2,5,2,0,1,14,3,1,1,2,20,0,0,0,1,1,0,1, ,5,0,0,0,0,1,5, , ,14,2, ,0,35,0,0, , , , , ,0,0,0,0,0,1,1,1, ,0,1,0,0,0,1,1,1,1,0,0,1,2,3,NaN
     1092072 01,5,5,2,0,1,14,4,1,1,2,37,0,0,0,1,7,0,7, ,0,0,0,0,0,0,1,2,1,18,96,2,0,61,0,0,56,1,4,4,4,1,1,1,1,1,2,2,1,8,0,1,0,0,1,0,1,1,0,1,0,1,1,3,NaN
     1093007 01,2,5,2,0,96,14,5,1,1,2,24,0,0,0,1,4,0,4, ,0,0,0,1,0,0,1,2,2,11,10,8,0,61,1,62,60,1,1,1,1,1,1,1,1,1,2,2,1,8,0,1,1,0,0,0,1,1,1,1,1,1,2,4,NaN
     1093015 02,6,5,2,0,1,14,6,0,2,1,95,0,0,0,1,7,0,7, ,0,0,0,0,0,0,1,1,13,12,10,8,0,61,1,92, ,1,1,4,4,0,0,0,1,0,2,2,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NaN
     1093022 01,3,5,2,0,4,14,5,1,1,2,29,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,2,2,15,6,2,0,61,0,0,58,2,1,2,4,0,0,0,0,0,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,NaN
     1093036 01,3,5,2,0,2,14,3,2,1,2,26,0,0,0,1,2,0,2, ,0,0,0,0,0,1,1,2,2,21,10,2,0,61,1,61,39,2,1,4,4,0,1,1,1,1,2,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,2,NaN
     1093043 02,3,5,2,0,2,14,10,2,2,1,43,0,0,0,1,8,0,8, ,0,0,0,0,0,1,1,1,2,13,10,2,0,61,1,61,43,2,4,4,4,1,1,1,1,1,2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,2,NaN
     1094020 07,1,5,2,1,2,14,7,0,10,1,70,0,2,0,1,1,0,1, ,0,0,0,0,0,1,1,1,0,14,5,1,2,63,0,0,32,2,4,2,4,1,1,0,1,0,3,2,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,NaN
     1094026 02,5,5,2,0,2,14,9,3,2,1,55,0,0,0,1,8,0,8, ,0,0,0,1,0,0,1,1,0,12,8,1,0,63,1,63,55,2,2,2,7,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NaN
     1094039 02,1,5,2,0,2,14,3,0,2,1,25,0,0,0,1,0,0,0, ,0,0,0,0,0,0,1,1,0,19,96,8,0,63,0,0,25,4,4,4,4,1,1,1,1,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     1095008 01,3,5,2,0,2,14,5,2,1,2,29,0,0,0,1,5,0,5, ,0,0,0,0,0,0,1,2,1,19,10,2,0,92,1,92,60,1,1,4,4,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,2,NaN
     1095012 01,2,5,2,0,1,14,6,2,1,2,22,0,0,0,1,4,0,4, ,0,0,0,0,0,0,1,2,0,12,7,8,0,92,0,0,38,2,1,2, ,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,NaN
     1095020 01,7,5,2,0,96,14,7,1,1,2,46,0,1,0,1,9,0,9, ,0,0,0,0,0,0,3, , ,17,9, ,0,92,1,91, , , , , ,1,1,0,0,1,2,2,1, ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     1095025 02,3,5,2,0,2,14,6,2,2,1,28,0,0,0,1,4,0,4, ,8,0,0,0,0,1,1,1,1,14,4,2,0,91,0,0,28,2,2,2,2,0,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,1,0,1,8,0,1,NaN
     1096029 02,2,5,1,2,1,14,5,2,2,1,24,0,2,1,4,2,0,2, ,3,0,0,0,0,1,2,1,0,18,4,1,1,91,1,91,24,2,2,2,4,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,NaN
     1096054 02,1,5,1,1,1,14,7,3,10,2,25,1,2,1,5,1,0,1, ,3,0,0,0,0,1,2,1,0,15,1,8,2,91,0,0,21,4,6,2,4,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,2,2,NaN
     1096070 01,2,5,1,2,1,9,1,0,1,2,23,0,2,1,4,1,0,1, ,3,0,0,0,0,1,1,2,0,23,2,1,3,35,1,35,35,4,2,1,4,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,NaN
     1097023 01,3,5,2,0,1,14,2,1,1,2,26,0,0,0,1,2,0,2, ,0,0,0,0,0,0,1,2,1,19,96,8,0,61,0,0,39,1,4,4,4,1,1,1,1,1,3,2,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,3,NaN
     1097031 02,2,5,2,0,96,14,5,2,2,1,36,0,0,0,1,3,0,3, ,0,0,0,0,0,1,1,1,0,13,96,8,2,54,0,0,36,2,4,4,4,1,1,0,0,1,2,2,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,3,NaN
     1097060 01,7,5,2,0,1,14,9,1,1,2,46,0,0,0,1,8,0,8, ,0,0,0,1,0,0,1,2,1,26,10,1,0,61, ,0,50,4,1,4,4,0,0,0,0,0,2,2,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,2,NaN
     1097068 02,2,5,2,1,1,14,7,3,2,1,31,0,2,0,2,3,0,3, ,0,0,0,0,0,1,1,1,0,14,3,1,2,88,0,0,31,2,2,2,2,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,NaN
     1098036 01,3,5,1,2,1,2,1,0,1,2,28,0,2,1,3,2,0,2, ,11,0,0,0,0,1,1,2,0,22,3,1,3,36,1,36,35,2,2,2,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,NaN
     1099014 01,2,5,1,0,2,14,6,3,1,2,24,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,14,6,2,1,63,0,0,33,4,4,4,4,1,1,0,1,0,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,2,1,NaN
     1099030 02,4,5,1,1,1,14,7,1,2,1,36,0,2,0,1,6,0,5, ,3,0,0,0,0,1,1,1,0,15,6,1,1,63,1,37,36,2,2,2,2,1,1,0,0,0,3,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NaN
     1099044 02,3,5,1,0,1,14,7,3,2,1,37,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,17,6,1,0,91,1,63,37,2,4,2,4,0,0,0,1,0,2,2,1,1,0,1,0,0,0,1,0,1,1,0,0,0,2,2,NaN
     1099090 02,1,5,1,1,2,14,3,1,2,1,30,0,2,0,1,1,0,1, ,0,0,0,0,0,1,1,1,0,16,2,1,1,75,0,0,30,2,2,2,2,0,0,0,0,0,2,2,1,1,0,1,1,0,1,1,0,1,1,0,0,1,2,2,NaN
     1100025 01,3,5,2,0,1,14,4,2,1,2,28,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,2,0,18,6,8,1,61,0,61,34,2,4,2,4,0,1,0,0,0,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,NaN
