caseid,v013,v024,v025,v106,v130,v131,v136,v137,v150,v151,v152,v157,v158,v159,v190,v201,v213,v218,v225,v312,v463a,v463b,v463c,v463x,v463z,v501,v504,v505,v511,v613,v621,v701,v704,v714,v716,v730,v743a,v743b,v743d,v743f,v744a,v744b,v744c,v744d,v744e,v745a,v745b,v822,v850a,v812,d101a,d101b,d101c,d101d,d101e,d104,d106,d107,d108,d113,d121,d129,ipv,vio
     0041035 02,4,9,1,1,2,4,3,1,2,1,42,0,2,2,5,3,0,3, ,1,0,0,0,0,1,1,1,1,16,3,2,1,91,1,91,42,1,4,2,4,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,1,1,0,1,8,0,2,NaN
     0041059 01,3,9,1,3,2,4,2,0,1,2,29,2,2,2,5,1,0,1, ,5,0,0,0,0,1,4, , ,19,2, ,3,53,1,39, , , , , ,0,0,0,0,0,0,0,1, ,0,1,1,0,0,0,1,1,1,0,1,0,1,3,NaN
     0042023 02,2,9,1,3,2,1,2,0,2,1,27,0,1,2,5,2,1,0,1,0,0,0,0,0,1,1,1,0,20,5,2,3,91,1,25,27,4,4,4,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,NaN
     0042139 01,4,9,1,2,2,3,4,0,1,2,34,2,2,2,5,2,0,2, ,11,0,0,0,0,1,5, , ,24,2, ,2,29,1,91, , , , , ,0,0,0,0,0,0,0,1, ,0,1,0,0,1,1,1,1,1,1,1,0,1,4,NaN
     0043015 02,6,9,1,1,2,3,5,1,2,1,49,1,2,2,5,4,0,4, ,1,0,0,0,0,1,1,1,0,26,4,3,1,91,1,91,49,1,2,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,8,2,1,NaN
     0043034 02,4,9,1,1,2,6,8,2,2,1,42,0,0,0,3,8,1,6,3,0,0,0,0,0,1,1,1,0,16,3,8,1,91,1,91,42,1,2,4,4,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,2,NaN
     0043071 01,7,9,1,3,2,4,4,0,1,2,47,2,2,2,5,2,0,2, ,0,0,0,0,0,1,4, , ,20,2, ,3,41,1,91, , , , , ,8,8,8,8,8,0,0,1, ,0,1,0,0,0,1,1,1,1,0,1,0,0,3,NaN
     0043109 01,2,9,1,1,2,4,1,0,1,2,23,0,2,2,4,1,0,1, ,0,0,0,0,0,1,5, , ,20,4, ,2,91,1,91, , , , , ,0,0,0,0,0,0,0,1, ,0,1,1,1,0,1,1,1,1,1,1,1,1,4,NaN
     0044011 02,5,9,1,1,2,4,5,1,2,1,39,1,2,2,5,3,0,3, ,11,0,0,0,0,1,1,1,0,22,5,3,1,91,1,91,39,1,1,2,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
     0044022 02,3,9,1,2,2,4,3,0,2,1,29,0,2,2,5,1,0,1, ,3,0,0,0,0,1,2,1,0,19,2,2,3,88,1,91,29,2,2,2,4,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,NaN
     0044044 01,6,9,1,2,2,4,2,0,1,2,44,2,0,0,4,2,0,2, ,0,0,0,0,0,1,3, , ,20,4, ,2,91,1,91, , , , , ,0,0,0,0,0,0,0,1, ,0,1,0,1,1,1,1,1,1,1,1,0,1,4,NaN
     0045076 02,3,9,1,3,1,4,3,1,3,2,64,0,2,1,5,2,0,1, ,5,0,0,0,0,1,5, , ,21,4, ,3,15,1,13, , , , , ,0,0,0,0,0,0,0,1, ,0,0,0,0,0,1,1,1,0,0,1,0,0,2,NaN
     0046068 01,3,9,1,2,2,1,7,2,1,2,27,1,2,2,4,1,0,1, ,0,0,0,0,0,1,5, , ,18,3, ,3,24,1,76, , , , , ,1,1,1,0,0,0,0,1, ,0,1,0,1,0,1,1,0,0,0,0,0,0,1,NaN
     0047010 02,6,9,1,3,2,4,4,1,3,1,69,2,2,2,5,1,0,1, ,3,0,0,0,0,1,1,2,0,34,2,1,3,22,1,22,45,2,2,2,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0048015 02,6,9,1,1,1,7,7,0,2,1,40,0,2,2,5,5,0,5, ,11,0,0,0,0,1,2,1,0,17,5,3,1,72,0,0,40,2,2,4,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0048033 01,4,9,1,2,1,4,4,1,1,2,35,2,2,2,5,2,0,2, ,3,0,0,0,0,1,2,1,0,18,2,1,2,72,1,91,40,4,1,1,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
     0048050 02,3,9,1,2,2,4,4,2,2,1,28,0,2,2,5,2,0,2, ,0,0,0,0,0,1,1,1,0,22,3,1,2,88,0,0,28,1,2,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0048085 02,2,9,1,2,2,7,3,1,2,1,26,2,2,2,4,1,0,1, ,0,0,0,0,0,1,2,1,0,18,3,1,2,72,0,0,26,1,2,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,8,0,0,NaN
     0048102 02,3,9,1,3,2,3,3,1,2,1,31,1,1,2,5,1,0,1, ,3,0,0,0,0,1,1,1,0,26,2,1,2,91,1,53,31,1,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,NaN
     0049012 02,3,9,1,2,2,7,4,1,2,1,29,2,2,2,5,1,0,1, ,0,0,0,0,0,1,1,1,1,19,3,1,1,77,1,91,28,2,4,4,2,0,0,0,0,0,0,0,1,8,0,1,0,0,0,1,0,1,0,0,0,0,0,1,NaN
     0049025 02,3,9,1,2,2,6,4,1,2,1,34,0,1,1,4,2,0,2, ,11,0,0,0,0,1,1,1,0,19,2,2,2,88,1,77,33,2,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,NaN
     0050037 01,5,9,1,1,2,3,4,1,1,2,31,0,1,1,4,3,0,3, ,11,0,0,0,0,1,3, , ,22,3, ,1,61,1,53, , , , , ,0,0,0,0,0,0,1,1, ,0,1,0,1,0,1,0,1,0,1,0,1,1,2,NaN
     0051056 02,3,9,1,1,3,11,7,1,3,2,45,1,1,1,5,2,0,2, ,0,0,0,0,0,1,1,2,0,20,10,1,1,88,0,0,33,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0052035 02,3,9,1,1,1,7,5,3,2,1,31,1,1,2,4,3,0,3, ,11,0,0,0,0,1,2,1,0,20,4,1,2,91,0,52,31,2,2,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,2,1,NaN
     0052070 01,4,9,1,2,1,4,6,2,1,2,32,2,1,1,3,4,0,4, ,11,0,0,0,0,0,3, , ,16,2, ,2,54,1,53, , , , , ,0,0,0,0,0,0,0,1, ,0,1,1,0,1,1,1,1,1,1,1,0,0,4,NaN
     0052105 02,3,9,1,3,1,7,3,1,2,1,36,0,1,2,4,1,0,1, ,3,0,0,0,0,1,2,1,0,23,3,3,2,15,0,0,36,1,1,1,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NaN
     0053060 02,3,9,1,2,2,6,3,1,2,1,30,0,2,2,5,1,0,1, ,3,0,0,0,0,1,2,1,0,20,4,3,3,76,0,0,30,4,1,4,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,NaN
     0053125 01,3,9,1,1,2,6,1,0,1,2,26,0,2,1,4,2,0,1, ,3,0,0,0,0,1,5, , ,17,4, ,1,91,0,91, , , , , ,0,0,0,0,0,0,0,1, ,0,1,0,0,0,1,1,1,1,1,1,1,2,4,NaN
     0054065 02,4,9,1,1,2,4,4,0,2,1,32,0,2,0,4,2,0,2, ,3,0,0,0,0,1,2,1,0,20,4,1,1,91,0,0,31,4,4,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,NaN
     0055125 02,5,9,1,2,96,96,4,0,2,1,40,0,2,2,5,2,0,2, ,0,0,0,0,0,1,1,1,0,21,2,1,8,13,0,0,40,4,4,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0057111 02,7,4,1,3,1,4,3,0,2,1,52,1,2,2,2,5,0,4, ,0,0,0,0,0,1,2,1,0,19,4,1,2,61,1,24,52,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NaN
     0058053 02,4,4,2,1,1,4,5,0,2,1,37,0,2,0,3,3,0,3, ,3,0,0,0,0,1,1,1,0,15,2,1,2,71,1,61,37,1,4,4,1,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN
     0058075 02,6,4,2,1,2,4,5,0,2,1,51,2,2,0,3,5,0,4, ,3,0,0,0,0,1,1,1,0,18,4,1,1,61,1,61,51,2,2,2,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0058093 02,4,4,2,1,1,4,6,1,2,1,42,1,1,1,3,5,0,4, ,3,0,0,0,0,1,1,1,0,19,2,1,1,71,1,61,42,1,4,4,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0060073 01,4,4,1,1,2,4,1,0,1,2,30,1,2,2,5,2,0,2, ,0,0,0,0,0,1,5, , ,15,3, ,1,71,1,91, , , , , ,0,0,0,0,0,0,0,1, ,0,1,0,0,0,1,1,1,1,1,1,0,1,4,NaN
     0060088 01,5,4,1,3,2,4,4,0,1,2,36,2,2,0,4,4,0,3, ,3,0,0,0,0,1,1,2,0,23,3,3,2,76,1,53,38,4,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0061052 02,5,4,2,1,2,4,7,1,2,1,48,0,2,0,3,6,0,6, ,0,0,0,0,0,1,1,1,0,18,3,2,1,61,1,61,48,4,4,4,4,0,0,0,1,0,2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,NaN
     0061070 02,3,4,2,1,2,4,5,2,2,1,35,1,2,0,2,3,0,3, ,3,0,0,0,0,1,2,1,0,20,2,1,1,91,1,61,35,1,4,2,4,1,1,1,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0062019 02,5,4,2,1,2,4,6,1,2,1,44,1,1,0,2,5,0,5, ,11,0,0,0,0,1,1,1,0,18,4,1,1,91,1,61,44,1,2,2,2,0,0,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0062116 02,7,4,2,2,2,4,4,0,2,1,49,1,1,2,5,3,0,3, ,0,0,0,0,0,1,2,1,0,30,4,1,3,61,1,61,49,1,2,1,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,2,2,NaN
     0062142 02,3,4,2,1,1,4,5,1,2,1,27,0,2,0,4,3,0,3, ,3,0,0,0,0,1,1,1,0,17,3,2,1,88,1,53,27,4,1,2,4,0,1,0,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NaN
     0063038 02,3,4,2,1,2,4,4,1,2,1,38,1,2,0,3,2,1,2,2,0,0,0,0,0,1,1,1,0,18,3,1,1,76,1,61,38,4,4,1,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0063059 02,4,4,2,1,2,4,9,2,2,1,42,1,2,0,3,7,0,7, ,13,0,0,0,0,1,2,1,0,20,4,1,1,61,1,61,42,2,2,2,2,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,NaN
     0063167 02,3,4,2,1,2,4,3,0,2,1,32,1,2,2,4,1,1,1,1,0,0,0,0,0,1,2,1,0,19,3,1,1,61,1,61,32,4,2,4,2,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0064042 01,5,4,2,1,2,4,5,0,1,2,38,0,2,0,2,2,0,2, ,0,0,0,0,0,1,4, , ,21,5, ,8,63,1,63, , , , , ,1,1,0,0,0,0,0,1, ,0,0,0,0,0,1,0,0,0,0,0,0,2,0,NaN
     0064069 01,7,4,2,2,2,4,2,0,1,2,47,0,2,2,4,4,0,4, ,8,0,0,0,0,1,1,2,0,24,4,1,1,91,1,63,49,4,2,2,2,0,1,0,0,0,2,2,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,NaN
     0064083 02,4,4,2,1,2,4,5,1,2,1,38,0,2,0,3,3,0,2, ,3,0,0,0,0,1,1,1,0,23,4,1,1,91,1,63,38,4,2,2,2,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,NaN
     0065033 02,3,4,1,1,2,4,4,1,2,1,35,1,2,2,5,2,0,2, ,2,0,0,0,0,1,2,1,0,20,4,1,2,91,1,76,35,4,4,2,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
     0065040 02,3,4,1,2,1,4,4,1,2,1,41,1,1,2,4,2,0,2, ,2,0,0,0,0,1,1,1,0,17,2,1,3,25,1,61,41,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NaN
     0066024 02,5,4,2,2,2,4,8,1,3,2,69,1,1,2,4,2,0,2, ,0,0,0,0,0,1,4, , ,19,2, ,1,35,1,63, , , , , ,0,1,0,0,0,0,0,1, ,0,1,0,1,0,1,1,1,1,0,0,8,1,3,NaN
     0067040 02,4,4,1,2,2,4,3,0,2,1,34,1,2,2,5,1,0,1, ,3,0,0,0,0,1,2,1,0,25,2,1,2,31,1,61,34,4,4,1,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,NaN
     0067051 02,3,4,1,1,2,4,5,3,2,1,32,0,0,0,4,4,0,4, ,3,0,0,0,0,1,1,1,0,22,2,2,1,91,0,0,32,4,2,4,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
     0067066 01,4,4,1,1,2,4,3,1,1,2,31,0,2,2,2,3,0,2, ,3,0,0,0,0,1,5, , ,18,4, ,2,61,1,61, , , , , ,1,1,1,1,0,0,0,1, ,0,1,0,1,0,1,1,1,1,0,1,1,0,3,NaN
     0068012 02,5,4,2,1,2,4,6,1,2,1,40,0,0,0,4,4,0,4, ,1,0,0,0,0,1,1,2,98,19,4,1,1,91,1,61,40,2,4,4,2,1,1,0,0,0,2,2,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,2,NaN
     0068027 02,3,4,2,2,2,4,4,0,2,1,35,0,2,0,4,2,0,2, ,3,0,0,0,0,1,1,1,0,16,4,3,1,61,1,61,34,2,4,2,2,0,0,1,1,0,2,2,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,3,NaN
     0068055 01,6,4,2,1,2,4,2,1,1,2,41,2,2,0,1,3,0,3, ,0,0,0,0,0,1,4, , ,20,6, ,2,61,1,61, , , , , ,0,0,0,0,0,0,0,1, ,0,1,0,1,0,1,1,0,0,1,1,1,2,2,NaN
     0068070 02,5,4,2,1,2,4,9,0,2,1,42,2,2,2,3,7,1,7,1,0,0,0,0,0,1,1,1,0,14,10,1,2,61,1,61,42,1,2,1,2, ,1, , , ,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,8,0,0,NaN
     0068085 01,4,4,2,1,2,4,6,0,1,2,30,1,2,2,3,7,0,4, ,3,0,0,0,0,1,1,2,0,15,6,1,1,15,1,61,46,2,4,1,2,0,1,1,1,1,2,2,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,2,NaN
     0068087 01,6,4,2,2,2,4,3,0,1,2,44,0,2,0,4,4,0,2, ,0,0,0,0,0,1,4, , ,20,4, ,1,91,1,61, , , , , ,0,1,1,0,0,1,0,1, ,0,1,1,1,1,1,1,0,0,0,1,1,2,1,NaN
     0069015 02,5,4,2,1,2,4,10,2,2,1,42,0,2,0,1,8,0,8, ,2,0,0,0,0,1,1,1,0,16,5,1,1,61,1,61,42,1,4,2,1,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,NaN
     0069070 02,5,4,2,2,2,4,6,1,2,1,55,0,2,0,3,5,0,5, ,3,0,0,0,0,1,1,1,0,18,5,1,1,76,1,61,55,2,2,4,2,0,1,1,0,0,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,NaN
     0069086 02,5,4,2,1,2,4,3,1,3,1,64,1,2,2,4,3,0,3, ,0,0,0,0,0,1,5, , ,22,3, ,2,88,0,61, , , , , ,0,1,1,1,0,0,0,1, ,0,0,0,0,1,1,0,1,0,0,1,0,0,1,NaN
     0070054 02,4,4,2,2,2,4,4,1,2,1,41,1,2,2,5,3,0,2, ,0,0,0,0,0,1,1,1,0,23,2,1,2,61,0,61,41,1,2,2,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NaN
     0070073 01,7,4,2,2,2,4,5,0,1,2,45,0,2,0,2,7,0,6, ,5,0,0,0,0,1,1,2,98,20,4,1,2,71,1,61,48,2,4,4,2,0,0,0,0,0,2,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0070091 01,4,4,2,2,2,4,2,1,1,2,31,0,2,0,2,2,0,2, ,1,0,0,0,0,1,1,2,0,20,4,8,2,91,1,28,33,4,4,4,2,0,0,0,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NaN
     0070106 02,3,4,2,1,2,4,4,0,2,1,34,0,2,0,4,2,1,2,1,0,0,0,0,0,1,1,1,0,18,3,1,2,91,1,61,34,1,2,1,2,0,0,0,1,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NaN
     0071058 01,4,4,1,1,4,4,4,1,1,2,31,0,2,0,4,4,0,3, ,0,0,0,0,0,1,2,1,0,25,5,1,2,61,1,35,23,2,2,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,NaN
     0071104 02,3,4,1,1,2,4,4,1,2,1,30,0,2,0,4,3,0,2, ,1,0,0,0,0,1,1,1,0,19,4,3,1,71,1,61,30,1,2,2,2,1,1,0,0,0,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,NaN
     0071126 01,7,4,1,2,2,4,3,0,1,2,47,2,2,2,2,6,0,6, ,0,0,0,0,0,1,5, , ,20,6, ,3,28,1,61, , , , , ,0,0,0,0,0,1,1,1, ,0,1,1,1,1,1,1,0,0,0,0,0,2,1,NaN
     0072030 02,5,4,1,1,2,4,7,2,2,1,51,0,2,0,2,8,0,7, ,0,0,0,0,0,1,1,1,0,18,8,8,1,92,0,92,51,1,2,6,4,0,1,0,1,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,NaN
     0072046 02,5,4,1,1,2,4,4,0,2,1,47,0,0,0,2,3,0,3, ,1,0,0,0,0,1,1,1,0,16,3,1,1,92,0,0,47,4,4,4,4,0,1,1,0,0,2,2,1,0,0,1,1,0,0,1,1,1,1,1,1,1,2,4,NaN
     0072060 02,3,4,1,2,2,4,3,1,2,1,29,1,2,0,2,1,0,1, ,1,0,0,0,0,1,1,1,0,23,3,1,2,88,1,61,29,2,2,2,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0072090 01,2,4,1,1,2,3,3,2,1,2,23,0,2,0,2,2,0,2, ,1,0,0,0,0,1,1,2,0,17,3,1,1,92,1,61,32,2,1,4,2,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,2,NaN
     0073051 02,2,4,1,2,2,4,4,2,2,1,32,0,2,0,2,2,0,2, ,3,0,0,0,0,1,1,1,0,16,4,1,8,61,1,61,32,4,1,4,4,0,0,0,0,0,2,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,NaN
     0073077 02,3,4,1,2,1,4,2,0,2,1,32,2,2,1,3,1,0,1, ,11,0,0,0,0,1,1,1,0,27,2,1,2,61,1,61,31,1,2,2,2,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN
     0074062 02,2,4,1,1,2,4,4,2,2,1,39,0,2,0,2,2,0,2, ,0,0,0,0,0,1,1,1,0,18,4,1,2,61,1,61,39,2,4,2,2,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,2,0,NaN
     0074084 02,6,4,1,1,2,4,2,0,2,1,57,0,2,1,2,2,0,2, ,6,0,0,0,0,1,2,1,1,32,2, ,2,61,1,61,57,2,2,2,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0074105 02,5,4,1,1,2,4,5,1,2,1,40,0,2,0,2,5,0,5, ,3,0,0,0,0,1,1,1,0,19,3,2,1,92,1,92,40,4,2,4,2,1,1,0,0,0,2,2,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,2,NaN
     0074126 02,2,4,1,1,2,4,3,1,2,1,26,0,1,0,2,1,0,1, ,3,0,0,0,0,1,2,1,0,20,2,1,2,71,1,61,26,1,4,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,NaN
     0075016 02,5,4,1,1,2,4,8,2,2,1,45,0,2,0,2,6,0,6, ,3,0,0,0,0,1,1,1,0,19,4,1,1,63,1,61,45,4,2,2,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,NaN
     0075066 02,3,4,1,2,2,4,4,2,2,1,26,0,2,0,2,2,1,2,1,0,0,0,0,0,1,1,1,0,24,4,1,2,31,0,0,25,1,1,2,2,0,0,0,0,0,2,0,1,1, ,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0075090 01,6,4,1,2,2,4,6,0,1,2,38,2,2,0,5,3,0,3, ,3,0,0,0,0,1,1,2,0,20,3,1,3,25,1,35,43,2,2,4,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NaN
     0075094 01,4,4,1,1,4,4,5,1,1,2,31,0,2,0,5,5,0,4, ,11,0,0,0,0,1,1,2,0,18,4,1,2,28,1,61,35,4,4,2,1,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,NaN
     0076066 02,5,4,2,1,1,4,6,2,2,1,38,0,2,0,2,6,0,6, ,3,0,0,0,0,1,1,1,0,31,2,1,1,91,1,61,38,1,4,1,4,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,3,NaN
     0076147 02,4,4,2,1,2,4,6,1,2,1,34,0,2,2,4,4,0,4, ,1,0,0,0,0,1,1,1,0,19,4,1,1,76,1,91,34,2,2,2,2,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN
     0077030 02,2,4,2,1,2,4,12,1,3,2,47,0,2,2,3,2,0,2, ,1,0,0,0,0,1,1,1,0,16,3,1,1,91,1, ,34,4,4,4,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,NaN
     0077049 01,3,4,2,1,1,4,6,3,1,2,29,0,2,0,3,5,0,5, ,0,0,0,0,0,1,2,2,0,20,4,1,1,91,1,61,40,1,2,4,4,1,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0078045 02,2,4,2,2,1,4,3,1,2,1,27,0,2,2,5,1,0,1, ,1,0,0,0,0,1,1,1,0,18,3,1,1,71,1,13,27,4,2,2,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NaN
     0078072 02,2,4,2,1,2,4,2,0,2,1,28,1,2,0,4,0,0,0, ,0,0,0,0,0,1,1,1,0,20,3,8,2,71,0,0,28,1,4,1,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0078095 02,5,4,2,2,2,4,5,1,2,1,49,1,2,2,5,3,0,3, ,8,0,0,0,0,1,1,1,1,25,4,8,3,23,1,91,49,4,4,2,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,NaN
     0079033 01,5,4,2,1,2,4,6,0,1,2,37,0,1,2,4,5,0,5, ,2,0,0,0,0,1,1,2,0,21,7,8,2,28,1,51,39,2,2,2,2,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0079065 02,4,4,2,1,2,4,6,1,2,1,38,0,2,0,3,4,0,4, ,3,0,0,0,0,1,2,1,0,15,3,1,2,61,1,61,38,1,2,2,2,0,1,0,1,0,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,NaN
     0080014 02,4,4,2,1,2,4,5,1,2,1,34,0,2,2,4,3,0,3, ,1,0,0,0,0,1,2,1,0,16,2,1,1,61,1,61,34,4,2,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0081040 02,3,4,1,2,1,4,3,1,2,1,28,2,2,2,5,1,0,1, ,1,0,0,0,0,1,1,1,0,20,3,1,1,91,1,91,28,4,2,4,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,4,NaN
     0081096 02,2,4,1,3,2,4,2,0,2,1,27,2,2,2,5,0,1,0,1,0,0,0,0,0,1,1,1,0,21,4,1,3,32,1,91,27,2,2,2,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0082031 03,2,4,2,1,4,4,6,1,3,1,75,0,2,1,3,3,0,2, ,11,0,0,0,0,1,4, , ,17,2, ,1,88,1,61, , , , , ,1,1,0,1,0,0,0,1, ,0,1,0,0,0,1,1,1,1,1,1,0,1,4,NaN
     0082047 02,5,4,2,1,2,4,5,1,2,1,61,1,2,2,4,5,0,4, ,0,0,0,0,0,1,1,1,0,15,2,8,2,61,1,61,61,1,4,4,4,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
     0083050 02,5,4,2,1,2,4,8,1,2,1,46,0,2,2,4,6,0,6, ,6,0,0,0,0,1,1,1,0,19,5, ,2,53,1,61,46,1,2,2,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0083062 02,7,4,2,3,1,4,4,0,2,1,48,1,2,2,5,3,0,3, ,8,0,0,0,0,1,1,1,0,26,1,1,3,25,1,25,48,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN
     0083074 01,6,4,2,0,2,4,2,0,1,2,43,0,2,0,4,4,0,4, ,0,0,0,0,0,1,3, , ,11,6, ,1,61,1,61, , , , , ,0,0,0,0,0,0,0,1, ,0,1,1,1,0,0,0,1,0,0,0,1,1,1,NaN
     0083108 02,3,4,2,1,2,4,4,1,2,1,35,0,2,1,3,2,0,2, ,3,0,0,0,0,1,2,1,0,21,2,1,1,61,1,61,35,1,4,4,2,0,1,1,0,0,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NaN
